count,Menu-Category,Translation
30645,Productos del Mar,Sea Products
30646,Sugerencias del Chef,chef's suggestions
30647,Sugerencias del Chef,chef's suggestions
30648,Productos del Mar,Sea Products
30649,Para el Aperitivo,for aperitif
30650,Para el Aperitivo,for aperitif
30651,Productos del Mar,Sea Products
30652,Tragos Importados,imported drinks
30653,Vinos,wines
30654,Vinos,wines
30655,Vinos,wines
30656,Vinos,wines
30657,Vinos,wines
30658,Chaumin,Chaumin
30659,Sugerencias del Chef,chef's suggestions
30660,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30661,Vinos,wines
30662,Vinos,wines
30663,Vinos,wines
30664,Vinos,wines
30665,Vinos,wines
30666,Postres,desserts
30667,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30668,Para Beber,to drink
30669,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30670,Aperitivos,snacks
30671,Sugerencias del Chef,chef's suggestions
30672,Aperitivos,snacks
30673,Aperitivos,snacks
30674,Tragos Importados,imported drinks
30675,Productos del Mar,Sea Products
30676,Productos del Mar,Sea Products
30677,Productos del Mar,Sea Products
30678,Postres,desserts
30679,Postres,desserts
30680,Postres,desserts
30681,Productos del Mar,Sea Products
30682,Aperitivos,snacks
30683,Postres,desserts
30684,Chaumin,Chaumin
30685,Sugerencias del Chef,chef's suggestions
30686,Aperitivos,snacks
30687,Aperitivos,snacks
30688,Para el Aperitivo,for aperitif
30689,Para el Aperitivo,for aperitif
30690,Sugerencias del Chef,chef's suggestions
30691,Para Beber,to drink
30692,Sugerencias del Chef,chef's suggestions
30693,Postres,desserts
30694,Postres,desserts
30695,Vinos,wines
30696,Aperitivos,snacks
30697,Postres,desserts
30698,Aperitivos,snacks
30699,Sugerencias del Chef,chef's suggestions
30700,Sugerencias del Chef,chef's suggestions
30701,Aperitivos,snacks
30702,Aperitivos,snacks
30703,Nuestros Paquetes,our packages
30704,Nuestros Paquetes,our packages
30705,Nuestros Paquetes,our packages
30706,Nuestros Paquetes,our packages
30707,Nuestros Paquetes,our packages
30708,Nuestros Paquetes,our packages
30709,Nuestros Paquetes,our packages
30710,Nuestros Paquetes,our packages
30711,Nuestros Paquetes,our packages
30712,Nuestros Paquetes,our packages
30713,Postres,desserts
30714,Vinos,wines
30715,Tragos Importados,imported drinks
30716,Tragos Importados,imported drinks
30717,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30718,Te y Café,Tea and Coffee
30719,Aperitivos,snacks
30720,Sugerencias del Chef,chef's suggestions
30721,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30722,Pato,duck
30723,Pato,duck
30724,Pato,duck
30725,Pato,duck
30726,Pato,duck
30727,Aperitivos,snacks
30728,Postres,desserts
30729,Vinos,wines
30730,Aperitivos,snacks
30731,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30732,Sugerencias del Chef,chef's suggestions
30733,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30734,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30735,Sugerencias del Chef,chef's suggestions
30736,Para el Aperitivo,for aperitif
30737,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30738,Aperitivos,snacks
30739,Aperitivos,snacks
30740,Productos del Mar,Sea Products
30741,Vinos,wines
30742,Vinos,wines
30743,Vinos,wines
30744,Pato,duck
30745,Para el Aperitivo,for aperitif
30746,Sopas,soups
30747,Sopas,soups
30748,Sopas,soups
30749,Sopas,soups
30750,Sopas,soups
30751,Sopas,soups
30752,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30753,Te y Café,Tea and Coffee
30754,Aperitivos,snacks
30755,Aperitivos,snacks
30756,Aperitivos,snacks
30757,Aperitivos,snacks
30758,Postres,desserts
30759,Vinos,wines
30760,"Vacuno, Pollo, Cerdo",Beef Chicken Pork
30761,Aperitivos,snacks
30762,Vinos,wines
30763,Sugerencias del Chef,chef's suggestions
30764,Vinos,wines
30765,Aperitivos,snacks
30766,Aperitivos,snacks
30767,Aperitivos,snacks
30768,Aperitivos,snacks
30769,Para el Aperitivo,for aperitif
30770,Tragos Importados,imported drinks
30771,Tragos Importados,imported drinks
30772,Tragos Importados,imported drinks
30773,Tragos Importados,imported drinks
30774,Tragos Importados,imported drinks
30775,Aperitivos,snacks
30776,Sugerencias,suggestions
30777,Sugerencias,suggestions
30778,Sugerencias,suggestions
30779,Sugerencias,suggestions
30780,Sugerencias,suggestions
30781,Sugerencias,suggestions
30782,Sugerencias,suggestions
30783,Sugerencias,suggestions
30784,Rolls Premium,premium rolls
30785,Sashimi,sashimi
30786,Especial Roll 8 Piezas,Special Roll 8 Pieces
30787,Rolls Premium,premium rolls
30788,"Bebidas, Té y Extras",Drink tea and extras
30789,"Bebidas, Té y Extras",Drink tea and extras
30790,Rolls Premium,premium rolls
30791,California Roll,California Roll
30792,California Roll,California Roll
30793,California Roll,California Roll
30794,California Roll,California Roll
30795,California Roll,California Roll
30796,California Roll,California Roll
30797,California Roll,California Roll
30798,California Roll,California Roll
30799,California Roll,California Roll
30800,California Roll,California Roll
30801,California Roll,California Roll
30802,Sashimi,sashimi
30803,Sashimi,sashimi
30804,Cuarto Caliente,Fourth Caliente
30805,Especial Roll 8 Piezas,Special Roll 8 Pieces
30806,Roll Fritos,fried roll
30807,Roll Fritos,fried roll
30808,Especial Roll 8 Piezas,Special Roll 8 Pieces
30809,Especial Roll 8 Piezas,Special Roll 8 Pieces
30810,Cuarto Caliente,Fourth Caliente
30811,Hosomaki,hosomaki
30812,Roll Fritos,fried roll
30813,Hosomaki,hosomaki
30814,Sashimi,sashimi
30815,"Bebidas, Té y Extras",Drink tea and extras
30816,Cuarto Caliente,Fourth Caliente
30817,Cuarto Caliente,Fourth Caliente
30818,Hosomaki,hosomaki
30819,Hosomaki,hosomaki
30820,Roll Fritos,fried roll
30821,Rolls Premium,premium rolls
30822,Especial Roll 8 Piezas,Special Roll 8 Pieces
30823,Menú Hora de Almuerzo,lunch menu
30824,Menú Hora de Almuerzo,lunch menu
30825,Menú Hora de Almuerzo,lunch menu
30826,Menú Hora de Almuerzo,lunch menu
30827,Menú Hora de Almuerzo,lunch menu
30828,Cuarto Caliente,Fourth Caliente
30829,Roll Fritos,fried roll
30830,Nigiri,nigiri
30831,Nigiri,nigiri
30832,Nigiri,nigiri
30833,Nigiri,nigiri
30834,Nigiri,nigiri
30835,Nigiri,nigiri
30836,Nigiri,nigiri
30837,Roll Fritos,fried roll
30838,Roll Fritos,fried roll
30839,Cuarto Caliente,Fourth Caliente
30840,Especial Roll 8 Piezas,Special Roll 8 Pieces
30841,"Bebidas, Té y Extras",Drink tea and extras
30842,Especial Roll 8 Piezas,Special Roll 8 Pieces
30843,Hosomaki,hosomaki
30844,Sashimi,sashimi
30845,Hosomaki,hosomaki
30846,Especial Roll 8 Piezas,Special Roll 8 Pieces
30847,Especial Roll 8 Piezas,Special Roll 8 Pieces
30848,Sashimi,sashimi
30849,Hosomaki,hosomaki
30850,Especial Roll 8 Piezas,Special Roll 8 Pieces
30851,Roll Fritos,fried roll
30852,Sashimi,sashimi
30853,"Bebidas, Té y Extras",Drink tea and extras
30854,"Bebidas, Té y Extras",Drink tea and extras
30855,"Bebidas, Té y Extras",Drink tea and extras
30856,Especial Roll 8 Piezas,Special Roll 8 Pieces
30857,Hosomaki,hosomaki
30858,Roll Fritos,fried roll
30859,Hosomaki,hosomaki
30860,"Bebidas, Té y Extras",Drink tea and extras
30861,Especial Roll 8 Piezas,Special Roll 8 Pieces
30862,Roll Fritos,fried roll
30863,Especial Roll 8 Piezas,Special Roll 8 Pieces
30864,Especial Roll 8 Piezas,Special Roll 8 Pieces
30865,Rolls Premium,premium rolls
30866,Temaki,temaki
30867,Temaki,temaki
30868,Temaki,temaki
30869,Temaki,temaki
30870,Temaki,temaki
30871,Cuarto Caliente,Fourth Caliente
30872,Roll Fritos,fried roll
30873,Cuarto Caliente,Fourth Caliente
30874,Hosomaki,hosomaki
30875,Especial Roll 8 Piezas,Special Roll 8 Pieces
30876,Roll Fritos,fried roll
30877,Cuarto Caliente,Fourth Caliente
30878,Roll Fritos,fried roll
30879,Especial Roll 8 Piezas,Special Roll 8 Pieces
30880,Roll Fritos,fried roll
30881,Especial Roll 8 Piezas,Special Roll 8 Pieces
30882,Hosomaki,hosomaki
30883,Especial Roll 8 Piezas,Special Roll 8 Pieces
30884,Roll Fritos,fried roll
30885,"Bebidas, Té y Extras",Drink tea and extras
30886,Cuarto Caliente,Fourth Caliente
30887,Cuarto Caliente,Fourth Caliente
30888,Cuarto Caliente,Fourth Caliente
30889,Cuarto Caliente,Fourth Caliente
30890,Cuarto Caliente,Fourth Caliente
30891,Cuarto Caliente,Fourth Caliente
30892,Especial Roll 8 Piezas,Special Roll 8 Pieces
30893,Menús,menus
30894,Menús,menus
30895,Menús,menus
30896,Menús,menus
30897,Menús,menus
30898,Hosomakis (8 cortes),Hosomakis (8 slices)
30899,Arme su propio plato,build your own bowl
30900,Arme su propio plato,build your own bowl
30901,Arme su propio plato,build your own bowl
30902,Arme su propio plato,build your own bowl
30903,Arme su propio plato,build your own bowl
30904,Arme su propio plato,build your own bowl
30905,Arme su propio plato,build your own bowl
30906,Arme su propio plato,build your own bowl
30907,Arme su propio plato,build your own bowl
30908,Arme su propio plato,build your own bowl
30909,Arme su propio plato,build your own bowl
30910,Arme su propio plato,build your own bowl
30911,Arme su propio plato,build your own bowl
30912,Special Rolls,special rolls
30913,Gohan (arroz frío),gohan (cold rice)
30914,California (8 cortes),california (8 slices)
30915,California (8 cortes),california (8 slices)
30916,California (8 cortes),california (8 slices)
30917,California (8 cortes),california (8 slices)
30918,California (8 cortes),california (8 slices)
30919,California (8 cortes),california (8 slices)
30920,California (8 cortes),california (8 slices)
30921,Nigiris,nigiris
30922,Gyosas,gyosas
30923,Gyosas,gyosas
30924,Hosomakis (8 cortes),Hosomakis (8 slices)
30925,Rolls Caliente,hot rolls
30926,Hosomakis (8 cortes),Hosomakis (8 slices)
30927,Gohan (arroz frío),gohan (cold rice)
30928,Hosomakis (8 cortes),Hosomakis (8 slices)
30929,Gohan (arroz frío),gohan (cold rice)
30930,Hosomakis (8 cortes),Hosomakis (8 slices)
30931,Special Rolls,special rolls
30932,Special Rolls,special rolls
30933,Gohan (arroz frío),gohan (cold rice)
30934,Rolls Caliente,hot rolls
30935,Special Rolls,special rolls
30936,Special Rolls,special rolls
30937,Gyosas,gyosas
30938,Promociones,promotions
30939,Nigiris,nigiris
30940,Hosomakis (8 cortes),Hosomakis (8 slices)
30941,Nigiris,nigiris
30942,Gohan (arroz frío),gohan (cold rice)
30943,Promociones,promotions
30944,Hosomakis (8 cortes),Hosomakis (8 slices)
30945,Special Rolls,special rolls
30946,Rolls Caliente,hot rolls
30947,Gohan (arroz frío),gohan (cold rice)
30948,Rolls Caliente,hot rolls
30949,Gohan (arroz frío),gohan (cold rice)
30950,Pizzas,pizzas
30951,Pizzas,pizzas
30952,Papas Fritas,french fries
30953,Pizzas,pizzas
30954,Pizzas,pizzas
30955,Pizzas,pizzas
30956,Pizzas,pizzas
30957,Pizzas,pizzas
30958,Pizzas,pizzas
30959,Papas Fritas,french fries
30960,Calzoni,trousers
30961,Calzoni,trousers
30962,Pizzas,pizzas
30963,Pizzas,pizzas
30964,Vienesas,Viennese
30965,Vienesas,Viennese
30966,Vienesas,Viennese
30967,Sugerencias,suggestions
30968,Refrescos,refreshments
30969,Sugerencias,suggestions
30970,Sugerencias,suggestions
30971,Sugerencias,suggestions
30972,Sugerencias,suggestions
30973,Rolls,rolls
30974,Hot rolls,hot rolls
30975,Hot rolls,hot rolls
30976,Hot rolls,hot rolls
30977,Ensaladas,Salads
30978,Ensaladas,Salads
30979,Hot rolls,hot rolls
30980,Refrescos,refreshments
30981,Hot rolls,hot rolls
30982,Ensaladas,Salads
30983,Rolls,rolls
30984,Rolls,rolls
30985,Hot rolls,hot rolls
30986,Rolls,rolls
30987,Ensaladas,Salads
30988,Postres,desserts
30989,Rolls,rolls
30990,Rolls,rolls
30991,Ensaladas,Salads
30992,Ensaladas,Salads
30993,Rolls,rolls
30994,Rolls,rolls
30995,Rolls,rolls
30996,Hot rolls,hot rolls
30997,Hot rolls,hot rolls
30998,Hot rolls,hot rolls
30999,Hot rolls,hot rolls
31000,Hot rolls,hot rolls
31001,Hot rolls,hot rolls
31002,Hot rolls,hot rolls
31003,Hot rolls,hot rolls
31004,Combos,combos
31005,Combos,combos
31006,Combos,combos
31007,Combos,combos
31008,Combos,combos
31009,Combos,combos
31010,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31011,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31012,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31013,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31014,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31015,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31016,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31017,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31018,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31019,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31020,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31021,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31022,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31023,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31024,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31025,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31026,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31027,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31028,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31029,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31030,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31031,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31032,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31033,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31034,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31035,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31036,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31037,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31038,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31039,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31040,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31041,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31042,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31043,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31044,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31045,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31046,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31047,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31048,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31049,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31050,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31051,"Mi Sushi Celebración ""E""","my sushi celebration ""e"""
31052,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31053,"Mi- Sushi Celebración ""F""","micro sushi celebration ""f"""
31054,Rolls Exclusivos,Exclusive rolls
31055,Rolls Exclusivos,Exclusive rolls
31056,Rolls exclusivos (8 piezas),Exclusive rolls (8 pieces)
31057,Happy Hour,Happy Hour
31058,Happy Hour,Happy Hour
31059,Rolls Envueltos en Palta,Rolls Wrapped in Palta
31060,Rolls Envueltos en Palta,Rolls Wrapped in Palta
31061,Rolls envueltos en palta (8 piezas),rolls wrapped in avocado (8 pieces)
31062,Happy hour (2x1),happy hour (2x1)
31063,Rolls Envueltos en Palta,Rolls Wrapped in Palta
31064,Rolls Envueltos en Palta,Rolls Wrapped in Palta
31065,Rolls envueltos en palta (8 piezas),rolls wrapped in avocado (8 pieces)
31066,Rolls Calientes,Rolls Calientes
31067,Rolls Calientes,Rolls Calientes
31068,Rolls calientes (8 piezas),Hot Rolls (8 pieces)
31069,Rolls Envueltos en Salmón,Rolls Wrapped in Salmon
31070,Rolls Envueltos en Salmón,Rolls Wrapped in Salmon
31071,Rolls envueltos en salmón (8 piezas),rolls wrapped in salmon (8 pieces)
31072,Rolls Exclusivos,Exclusive rolls
31073,Rolls Exclusivos,Exclusive rolls
31074,Rolls exclusivos (8 piezas),Exclusive rolls (8 pieces)
31075,California Rolls,California Rolls
31076,California Rolls,California Rolls
31077,California Rolls,California Rolls
31078,California Rolls,California Rolls
31079,California Rolls,California Rolls
31080,California Rolls,California Rolls
31081,California rolls (8 piezas),California rolls (8 pieces)
31082,California Rolls,California Rolls
31083,California Rolls,California Rolls
31084,California rolls (8 piezas),California rolls (8 pieces)
31085,California Rolls,California Rolls
31086,California Rolls,California Rolls
31087,California rolls (8 piezas),California rolls (8 pieces)
31088,California Rolls,California Rolls
31089,California Rolls,California Rolls
31090,California rolls (8 piezas),California rolls (8 pieces)
31091,California Rolls,California Rolls
31092,California Rolls,California Rolls
31093,California rolls (8 piezas),California rolls (8 pieces)
31094,California Rolls,California Rolls
31095,California Rolls,California Rolls
31096,California rolls (8 piezas),California rolls (8 pieces)
31097,California Rolls,California Rolls
31098,California Rolls,California Rolls
31099,California rolls (8 piezas),California rolls (8 pieces)
