Count,Original_menu,Oriignal_prod,Menu_Cat_Tran,Prod_Tran,Variant,Masterdish,flag,Cuisine,cuisine_flag,Subcuisine,subcuisine_flag,Subcategory,subcategory_flag,Ingredient
917,Nos entrées chaudes,Omelette nature,Hot starters,Nature Omelette,,nature omelette,0,american,0,american dish,1,fast food,1,black pepper,,
918,Nos suites,Poulet farci,Our suites,stuffed chicken,,chicken stuffed,0,american,0,chicken dish,0,,,chicken,garlic powder,
919,Nos suites,Poulet special,Our suites,Chicken special,,chicken,0,american,0,chicken dish,0,,,chicken,bacon grease,potato
920,Nos boissons fraîches,Rani pulpe,our cold drinks,rani pulp,,rani pulp,0,american,0,other american dish,1,,,arrowroot,flax seed,oats
921,Nos suites,Rôti de veau,Our suites,roast veal,,roasted veal,0,american,0,steak dish,0,,,veal,salsa verde,anchovy fillets
922,Nos desserts,Salade de fruits,Our desserts,fruit salad,,fruit salad,0,american,0,salad,1,salad,1,fruit,blueberry,peach
923,Nos entrées froides,Salade de piments,Our cold starters,peppers salad,,salad pepper,0,american,0,salad,1,salad,1,spinach,dijon mustard,goat cheese
924,Nos entrées froides,Salade du jour,Our cold starters,Salad of the day,,salad,1,american,0,salad,1,salad,1,black pepper,salad greens,
925,Nos entrées froides,Salade verte,Our cold starters,green salad,,green salad,0,american,0,salad,1,salad,1,avocado,lettuce,mandarin orange
926,Nos specialitiés,Samedi,Our Specialities,on saturday,,,0,american,0,other american dish,1,,,champagne,ginger,ice
927,Nos suites,Sauté de veau,Our suites,sauteed veal,,sauteed veal,0,american,0,steak dish,0,,,veal,beef broth,chicken broth
928,Nos poissons,Selon arrivage,Our fish,Depending on availability,,fish dishes,0,american,0,seafood dish,1,,,fish,mustard,coriander
929,Nos pâtes,Spaghetti bolognaise,our pasta,Spaghetti Bolognese,,spaghetti bolognese,0,italian,0,pasta,0,main course,1,pasta,mushroom,basil
930,Nos boissons fraîches,Sprite,our cold drinks,sprite,,sprite,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
931,Nos grillades,Steak grillé,our grills,grilled steak,,steak grilled,0,american,0,steak dish,0,,,steak,italian dressing,sirloin steak
932,Nos suites,Suprême de poulet à la crème,Our suites,chicken breast with cream, cream,chicken breast,0,american,0,chicken dish,0,,,chicken,cream,prosciutto
933,Nos desserts,Tarte aux fruits,Our desserts,Fruit tart,,tart,1,dessert,0,tart,0,dessert,0,,,
934,Nos boisson chaudes,Thé à la menthe,our hot drink,mint tea,,mint tea,0,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
935,Nos grillades,Viande hachée grillée,our grills,grilled minced meat,,minced meat,1,american,0,american dish,1,starter,1,meat,ground beef,beef broth
936,Les pizzas,Australienne,The pizzas,Australian,,australian pizza,0,italian,0,pizza,0,main course,1,yeast,pizza crust,mozzarella cheese
937,Les baguettes,Baguette à la viande,chopsticks,stick to the meat,,meat sticks,0,american,0,other american dish,1,,,meat,garlic powder,peppercorn
938,Les baguettes,Baguette au poulet ,chopsticks,baguette with chicken,,chicken baguette,1,american,0,chicken dish,0,bread,1,chicken,baguette,olives
939,Les baguettes,Baguette au thon,chopsticks,baguette with tuna,,baguette tuna,0,american,0,other bread,1,bread,1,tuna,baguette,lemon juice
940,Les desserts,Brownie,desserts,brownie,,brownie,0,dessert,0,brownie,0,dessert,0,,,
941,Les boissons chaudes,Café au lait,hot beverages,coffee with milk,,coffee,1,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
942,Les desserts,Café gourmand,desserts,Gourmet coffee,,coffee,1,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
943,Les boissons chaudes,Cappuccino,hot beverages,cappuccino,,cappuccino,0,non-alcoholic beverages,0,cappuccino,0,hot beverages,1,,,
944,Les pizzas,Carnivore,The pizzas,carnivorous,,carnivorous pizza,0,italian,0,pizza,0,main course,1,cayenne,honey,italian cheese blend
945,Les burgers,Cheese burger,The burgers,cheese burger,,burger cheese,0,american,0,american dish,1,fast food,1,cheese,cajun seasoning,cheddar cheese
946,Les pizzas,Cheesy,The pizzas,Cheesy,,cheese pizza,1,italian,0,pizza,0,main course,1,cheese,black pepper,cornmeal
947,Les pizzas,Chicken,The pizzas,chicken,,pizza chicken,0,italian,0,pizza,0,main course,1,chicken,bay leaf,celery
948,Les burgers,Chicken burger,The burgers,Chicken burger,,burger chicken,0,american,0,american dish,1,fast food,1,chicken,coriander,cardamom
949,Les boissons chaudes,Chocolat chaud,hot beverages,hot chocolate,,hot chocolate,0,non-alcoholic beverages,0,hot chocolate,0,hot beverages,1,,,
950,Les boissons chaudes,Chocolat chaud Nutella,hot beverages,Nutella hot chocolate,,hot chocolate,1,non-alcoholic beverages,0,hot chocolate,0,hot beverages,1,,,
951,Les boissons chaudes,Chocolat viennois,hot beverages,Viennese chocolate,,viennese chocolate,0,american,0,other american dish,1,,,chocolate,orange juice,orange
952,Les boissons,Coca,Beverages,coca,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
953,Les boissons,Cocktail,Beverages,cocktail,,cocktail,0,alcoholic beverages,0,cocktail,0,alcoholic beverages,0,,,
954,Les smoothies,Coup de fouet,smoothies,whiplash,,whiplash smoothies,0,non-alcoholic beverages,0,smoothie,0,cold beverages,1,cherry juice,raspberry,
955,Les crêpes sucrées,Crêpe au nutella,The sweet crepes,crepe with nutella,,nutella,1,dessert,0,colombian dessert,0,dessert,0,,,
956,Les crêpes sucrées,Crêpe au sucre,The sweet crepes,pancake with sugar,,pancakes sugar,0,american,0,american dish,0,,,crepes,banana,buttermilk
957,Les crêpes sucrées,Crêpe caramel beurre salé,The sweet crepes,salted butter caramel crepe,,salted caramel,1,dessert,0,colombian dessert,0,dessert,0,,,
958,Les crêpes sucrées,Crêpe nutella banane,The sweet crepes,banana nutella crepe,,crepe nutella banana,0,dessert,0,colombian dessert,0,dessert,0,,,
959,Les crêpes sucrées,Crêpe nutella noix de coco,The sweet crepes,coconut crepe nutella,,crepe,1,dessert,0,colombian dessert,0,dessert,0,,,
960,Les frappés,Delifrappé café,the hit,delifrappÃ© coffee,,coffee,1,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
961,Les frappés,Delifrappé caramel,the hit,delifrappÃ© caramel,,delifrappÃ© caramel,0,american,0,other american dish,1,,,corn syrup,popped popcorn,vanilla extract
962,Les frappés,Delifrappé chocolat,the hit,DelifrappÃ© chocolate,,delifrappÃ© chocolate,0,american,0,other american dish,1,,,chocolate,cocoa powder,
963,Les frappés,Delifrappé Nutella,the hit,DelifrappÃ© Nutella,,nutella,1,american,0,other american dish,1,,,nutella,almond liqueur,cocoa powder
964,Les boissons chaudes,Double expresso,hot beverages,Double espresso,,nespresso,0,non-alcoholic beverages,0,espresso,0,hot beverages,1,,,
965,Les boissons,Eau gazeuse,Beverages,sparkling water,,sparkling water,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
966,Les boissons,Eau gazeuse minérale,Beverages,mineral sparkling water,,sparkling mineral water,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
967,Les smoothies,Energie fraise,smoothies,Strawberry Energy,,strawberry smoothie,0,non-alcoholic beverages,0,smoothie,0,cold beverages,1,strawberry,ice,yogurt
968,Les plats,Escalope à la crème champignon,The dishes,Escalope with mushroom cream,,escalope cream,1,american,0,other american dish,1,,,mushroom,cream,lemon juice
969,Les plats,Escalope à la moutarde,The dishes,Cutlet with mustard,,cutlet,1,american,0,other american dish,1,,,bread crumbs,pork chops,black pepper
970,Les plats,Escalope grillèe aux épices,The dishes,Cutlet grilled with spices, spices,grilled cutlet,0,american,0,grilled dish,0,,,bread crumbs,pork chops,black pepper
971,Les plats,Escalope sauce barbecue,The dishes,steak barbecue sauce,,bbq sauce,1,american,0,american dish,0,,,steak,barbecue sauce,steak sauce
972,Les boissons chaudes,Expresso,hot beverages,Expresso,,expresso,0,american,0,other american dish,1,,,,,
973,Les boissons,Fanta,Beverages,fanta,,fanta,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
974,Les crêpes sucrées,Farandole de crêpes,The sweet crepes,Farandole pancakes,,farandole pancake,0,american,0,american dish,0,,,crepes,cinnamon,vanilla extract
975,Les plats,Filet de sole grillée,The dishes,Grilled fillet of sole,,fillet sole,1,american,0,salad,1,salad,1,celery,onions,bread crumbs
976,Les desserts,Fondant au chocolat,desserts,chocolate fondant,,chocolate fondant,0,dessert,0,dessert,0,dessert,0,,,
977,Les grandes salades,Grande salade césar,The Great Salads,great Caesar salad,,salad caesar,1,western,1,salad,1,salad,1,black pepper,dijon mustard,romaine lettuce
978,Les grandes salades,Grande salade du chef,The Great Salads,large chef salad, large,chef salad,0,Chinese,0,salad,1,salad,1,,,
979,Les pizzas,Hawaïenne,The pizzas,Hawaiian,,hawaiian pizza,0,italian,0,pizza,0,main course,1,parsley,pineapple,pizza crust
980,Les pizzas,Indienne,The pizzas,Indian,,pizza indian,0,italian,0,pizza,0,main course,1,yeast,oregano,pizza crust
981,Les boissons,Jus naturel banane,Beverages,Banana natural juice,,natural juice,1,non-alcoholic beverages,0,juice,0,cold beverages,1,orange juice,,
982,Les boissons,Jus naturel citron,Beverages,lemon natural juice,,lemon juice,1,non-alcoholic beverages,0,juice,0,cold beverages,1,lemon,lemon jello,
983,Les boissons,Jus naturel orange,Beverages,natural orange juice,,orange juice,1,non-alcoholic beverages,0,juice,0,cold beverages,1,orange,orange juice,black pepper
984,Les smoothies,Kokozu,smoothies,kokozu,,kokozu smoothies,0,non-alcoholic beverages,0,smoothie,0,cold beverages,1,cherry juice,raspberry,
985,Les smoothies,Mango tango,smoothies,Mango Tango,,mango smoothie,1,non-alcoholic beverages,0,smoothie,0,cold beverages,1,mango,ice,orange
986,Les pizzas,Margarita,The pizzas,daisy,,daisy pizza,0,italian,0,pizza,0,main course,1,celery,cheddar cheese,lemon juice
987,Les boissons,Minute Maid,Beverages,Minute Maid,,minute maid,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
988,Les pizzas,Napolitaine,The pizzas,Neapolitan,,neapolitan pizza,0,italian,0,pizza,0,main course,1,cornmeal,pizza dough,cherry
989,Les entrées,Oeufs mimosa,Entries,Mimosa eggs,,mimosa eggs,0,american,0,egg dish,0,,,egg,black pepper,dijon mustard
990,Les omelettes soufflées,Omelette au fromage,blown omelettes,cheese omelet,,omelet cheese,0,american,0,american dish,1,fast food,1,cheese,cottage cheese,broccoli
991,Les omelettes soufflées,Omelette au poulet,blown omelettes,Omelette Chicken,,chicken omelette,1,american,0,american dish,1,fast food,1,chicken,black pepper,
992,Les omelettes soufflées,Omelette au thon,blown omelettes,omelette with tuna,,omelette tuna,0,american,0,american dish,1,fast food,1,tuna,black pepper,
993,Les omelettes soufflées,Omelette aux champignons et fines herbes,blown omelettes,omelette with mushrooms and herbs,,mushroom omelette,1,american,0,american dish,1,fast food,1,mushroom,black pepper,cheddar cheese
994,Les paninis,Panini à la viande,paninis,Panini with meat,,panini,1,american,0,steak dish,0,,,meat,challah,
995,Les paninis,Panini au poulet,paninis,Chicken Panini,,panini chicken,0,american,0,chicken dish,0,,,chicken,salad greens,mayonnaise
996,Les paninis,Panini au thon,paninis,panini tuna,,panini tuna,0,american,0,other american dish,1,,,tuna,celery,green onion
997,Les paninis,Panini aux 3 fromages,paninis,3 Cheese Panini,3,cheese panini,1,american,0,other american dish,1,,,cheese,pesto,mayonnaise
998,Les paninis,Panini aux crevettes,paninis,Panini with prawns,,panini prawns,0,american,0,seafood dish,0,,,prawn,apple cider,broth
999,Les pizzas,Pêcheur,The pizzas,fisherman,,fisherman pizza,0,italian,0,pizza,0,main course,1,red pepper,pizza dough,parmesan cheese
1000,Les plats,Penne à la crème champignon et au poulet,The dishes,penne with mushroom cream and chicken,,cream chicken,1,italian,0,pasta,0,main course,1,chicken,mushroom,cream
1001,Sandwichs au pain spécial,Poulet,Special bread sandwiches,chicken,,chicken sandwich,0,american,0,american dish,0,fast food,1,chicken,bread,olives
1002,Les plats,"Poulet à l'indienne, riz basmati",The dishes,Chicken Indian basmati rice,,chicken rice,1,american,0,rice dish,0,main course,1,chicken,rice,chiles
1003,Les smoothies,Provocation,smoothies,provocation,,provocation smoothies,0,non-alcoholic beverages,0,smoothie,0,cold beverages,1,cherry juice,raspberry,
1004,Les burgers,Royal cheese burger,The burgers,Royal cheese burger,,burger cheese,1,american,0,american dish,1,fast food,1,cheese,cajun seasoning,cheddar cheese
1005,Les entrées,Salade crétoise,Entries,Cretan salad,,salad,1,american,0,salad,1,salad,1,black pepper,salad greens,
1006,Les plats,Steak haché,The dishes,chopped steak,,chopped steak,0,american,0,steak dish,0,,,steak,ground beef,beef broth
1007,Les entrées,Tartare de tomates au thon,Entries,Tuna with tomato tartare,,tuna tomato,0,american,0,other american dish,1,starter,1,tuna,tomato,roma tomato
1008,Les tartines,Tartine à la viande,sandwiches,sandwich meat,,meat sandwich,0,american,0,american dish,0,fast food,1,meat,black pepper,cayenne
1009,Les tartines,Tartine au poulet,sandwiches,Chicken sandwich,,chicken sandwich,0,american,0,american dish,0,fast food,1,chicken,olives,buns
1010,Les tartines,Tartine au thon,sandwiches,Tartine with tuna,,tartine tuna,0,american,0,american dish,0,,,tuna,avocado,dijon mustard
1011,Les tartines,Tartine végétarienne,sandwiches,Vegetarian sandwich,,vegetarian sandwich,0,american,0,american dish,0,fast food,1,mayonnaise,onions,sweet pickle relish
1012,Les desserts,Thé gourmand,desserts,gourmet tea,,gourmet tea,0,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
1013,Les boissons chaudes,Thé infusion,hot beverages,Infusion Tea,,tea infusion,1,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
1014,Sandwichs au pain spécial,Thon,Special bread sandwiches,tuna,,tuna sandwich,0,american,0,american dish,0,fast food,1,tuna,bread,capers
1015,Les entrées,Tomates russes,Entries,Russian tomatoes,,tomatoes,1,american,0,other american dish,1,,,honey,parmesan cheese,tomato
1016,Les smoothies,Tropical twist,smoothies,Tropical Twist,,tropical twist,0,non-alcoholic beverages,0,smoothie,0,cold beverages,1,ginger,hoisin sauce,lime juice
1017,Les pizzas,Tuna,The pizzas,tuna,,pizza tuna,0,italian,0,pizza,0,main course,1,tuna,basil,mozzarella cheese
1018,Les pizzas,Végétarienne,The pizzas,Vegetarian,,pizza vegetarian,0,italian,0,pizza,0,main course,1,feta cheese,spinach,kalamata olive
1019,Sandwichs au pain spécial,Viande,Special bread sandwiches,meat,,meat sandwich,0,american,0,american dish,0,fast food,1,meat,bread,black pepper
1020,Les smoothies,Virgin mojito,smoothies,virgin mojito,,virgin mojito,0,non-alcoholic beverages,0,smoothie,0,cold beverages,1,cinnamon,ginger,prune
1021,Sandwichs, ,sandwiches,,,0,0,american,0,american dish,0,,,champagne,ginger,ice
1022,Assortiments,Barquette de frites,assortments,tray of French fries,,french fries,1,American,0,burger,1,fast food,1,paprika,potato,
1023,Hamburgers,Big Mac,hamburgers,Big Mac, big,hamburger,0,american,0,american dish,0,,,hamburger,black pepper,cayenne
1024,Assortiments,Bourek,assortments,bourek,,bourek,0,American,0,other American dish,1,starter,1,black pepper,cinnamon,ground lamb
1025,Boissons,Café,beverages,Coffee,,coffee,1,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
1026,Boissons,Canette,beverages,duckling,,duckling,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
1027,Hamburgers,Cheeseburger,hamburgers,cheeseburger,,cheeseburger,0,american,0,american dish,0,,,pizza dough,cheddar cheese,dill pickle
1028,Hamburgers,Chicken Bruger,hamburgers,Chicken Bruger,,burger chicken,1,american,0,american dish,0,fast food,1,chicken,coriander,cardamom
1029,Boissons,Eau Minérale,beverages,mineral water,,minerale water,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
1030,Boissons,Jus Maison,beverages,Juice House,,juice house,0,non-alcoholic beverages,0,juice,0,cold beverages,1,ice,orange juice,
1031,Assortiments,M'hadjeb,assortments,Me Hadjeb,,me hadjeb,0,American,0,other American dish,1,,,pecan,frosting,maple syrup
1032,Paninis,Panini 3 Fromages,paninis,3 cheese panini,3,cheese panini,1,American,0,other American dish,1,,,cheese,pesto,mayonnaise
1033,Paninis,Panini Escalope de Dinde,paninis,panini turkey escalope,,panini turkey,0,American,0,other American dish,1,,,granny smith apple,miracle whip,mushroom
1034,Paninis,Panini Merguez,paninis,panini merguez,,panini merguez,0,morocco,0,main course,0,main course,1,harissa,cilantro,cinnamon
1035,Paninis,Panini Pâté de Volaille,paninis,Panini Chicken Pot Pie,,chicken pie,1,dessert,0,pie,0,dessert,0,,,
1036,Paninis,Panini Poulet,paninis,chicken panini,,panini chicken,0,American,0,chicken dish,0,,,chicken,salad greens,mayonnaise
1037,Paninis,Panini Thon,paninis,Panini Thon,,panini thon,0,american,1,american dish,1,,,challah,,
1038,Paninis,Panini Viande Hachée,paninis,Panini Minced Meat,,minced meat,1,american,1,american dish,1,starter,1,meat,ground beef,beef broth
1039,Pizzas,Pizza Big Mama,Pizzas,big mama pizza, big,mama pizza,0,italian,0,pizza,0,main course,1,peas,black pepper,pizza crust
1040,Pizzas,Pizza Florencia,Pizzas,Pizza Florence,,florence pizza,0,italian,0,pizza,0,main course,1,yeast,pizza crust,mozzarella cheese
1041,Pizzas,Pizza Margherita,Pizzas,pizza margherita,,pizza margherita,0,italian,0,pizza,0,main course,1,basil,mozzarella cheese,pizza crust
1042,Pizzas,Pizza Océane,Pizzas,Pizza Oceane,,ocean pizza,0,italian,0,pizza,0,main course,1,basil,black pepper,spring onion
1043,Pizzas,Pizza Quatre Saisons,Pizzas,four seasons pizza,,pizza four seasons,0,italian,0,pizza,0,main course,1,pizza dough,mozzarella cheese,parmesan cheese
1044,Pizzas,Pizza Régina,Pizzas,Pizza Regina,,regina pizza,0,italian,0,pizza,0,main course,1,cayenne,honey,italian cheese blend
1045,Pizzas,Pizza Reine,Pizzas,Pizza Queen,,queen pizza,0,italian,0,pizza,0,main course,1,banana,lemon juice,pecan
1046,Pizzas,Pizza Scoubidou,Pizzas,scoubidou pizza,,scoubidou pizza,0,italian,0,pizza,0,main course,1,cayenne,honey,italian cheese blend
1047,Pizzas,Pizza Végétarienne,Pizzas,vegetarian pizza,,pizza vegetarian,0,italian,0,pizza,0,main course,1,feta cheese,spinach,kalamata olive
1048,Salades,Salade au Thon,salads,tuna salad,,salad tuna,0,American,0,salad,1,salad,1,tuna,tomato soup,cream cheese
1049,Salades,Salade de Poulet,salads,Chicken Salad,,salad chicken,0,American,0,salad,1,salad,1,chicken,tomato,salad dressing
